Absolute path,Relative path,Class
C:\Users\user\Desktop\Python2\dataset\dog\0012.jpg,dataset\dog\0012.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0013.jpg,dataset\dog\0013.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0014.jpg,dataset\dog\0014.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0015.jpg,dataset\dog\0015.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0016.jpg,dataset\dog\0016.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0017.jpg,dataset\dog\0017.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0018.jpg,dataset\dog\0018.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0019.jpg,dataset\dog\0019.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0020.jpg,dataset\dog\0020.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0021.jpg,dataset\dog\0021.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0022.jpg,dataset\dog\0022.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0023.jpg,dataset\dog\0023.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0024.jpg,dataset\dog\0024.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0025.jpg,dataset\dog\0025.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0026.jpg,dataset\dog\0026.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0027.jpg,dataset\dog\0027.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0028.jpg,dataset\dog\0028.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0029.jpg,dataset\dog\0029.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0030.jpg,dataset\dog\0030.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0031.jpg,dataset\dog\0031.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0032.jpg,dataset\dog\0032.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0033.jpg,dataset\dog\0033.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0034.jpg,dataset\dog\0034.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0035.jpg,dataset\dog\0035.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0036.jpg,dataset\dog\0036.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0037.jpg,dataset\dog\0037.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0038.jpg,dataset\dog\0038.jpg,dog
C:\Users\user\Desktop\Python2\dataset\dog\0039.jpg,dataset\dog\0039.jpg,dog
