absolute_path,relative_path,class
D:\new_folder_for_data\dataset\leopard_0021.jpg,..\new_folder_for_data\dataset\leopard_0021.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0022.jpg,..\new_folder_for_data\dataset\leopard_0022.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0023.jpg,..\new_folder_for_data\dataset\leopard_0023.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0024.jpg,..\new_folder_for_data\dataset\leopard_0024.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0025.jpg,..\new_folder_for_data\dataset\leopard_0025.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0026.jpg,..\new_folder_for_data\dataset\leopard_0026.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0027.jpg,..\new_folder_for_data\dataset\leopard_0027.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0028.jpg,..\new_folder_for_data\dataset\leopard_0028.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0029.jpg,..\new_folder_for_data\dataset\leopard_0029.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0030.jpg,..\new_folder_for_data\dataset\leopard_0030.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0031.jpg,..\new_folder_for_data\dataset\leopard_0031.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0032.jpg,..\new_folder_for_data\dataset\leopard_0032.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0033.jpg,..\new_folder_for_data\dataset\leopard_0033.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0034.jpg,..\new_folder_for_data\dataset\leopard_0034.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0035.jpg,..\new_folder_for_data\dataset\leopard_0035.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0036.jpg,..\new_folder_for_data\dataset\leopard_0036.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0037.jpg,..\new_folder_for_data\dataset\leopard_0037.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0038.jpg,..\new_folder_for_data\dataset\leopard_0038.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0039.jpg,..\new_folder_for_data\dataset\leopard_0039.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0040.jpg,..\new_folder_for_data\dataset\leopard_0040.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0041.jpg,..\new_folder_for_data\dataset\leopard_0041.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0042.jpg,..\new_folder_for_data\dataset\leopard_0042.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0043.jpg,..\new_folder_for_data\dataset\leopard_0043.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0044.jpg,..\new_folder_for_data\dataset\leopard_0044.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0045.jpg,..\new_folder_for_data\dataset\leopard_0045.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0046.jpg,..\new_folder_for_data\dataset\leopard_0046.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0047.jpg,..\new_folder_for_data\dataset\leopard_0047.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0048.jpg,..\new_folder_for_data\dataset\leopard_0048.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0049.jpg,..\new_folder_for_data\dataset\leopard_0049.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0050.jpg,..\new_folder_for_data\dataset\leopard_0050.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0051.jpg,..\new_folder_for_data\dataset\leopard_0051.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0052.jpg,..\new_folder_for_data\dataset\leopard_0052.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0053.jpg,..\new_folder_for_data\dataset\leopard_0053.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0054.jpg,..\new_folder_for_data\dataset\leopard_0054.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0055.jpg,..\new_folder_for_data\dataset\leopard_0055.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0056.jpg,..\new_folder_for_data\dataset\leopard_0056.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0057.jpg,..\new_folder_for_data\dataset\leopard_0057.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0058.jpg,..\new_folder_for_data\dataset\leopard_0058.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0059.jpg,..\new_folder_for_data\dataset\leopard_0059.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0060.jpg,..\new_folder_for_data\dataset\leopard_0060.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0061.jpg,..\new_folder_for_data\dataset\leopard_0061.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0062.jpg,..\new_folder_for_data\dataset\leopard_0062.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0063.jpg,..\new_folder_for_data\dataset\leopard_0063.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0064.jpg,..\new_folder_for_data\dataset\leopard_0064.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0065.jpg,..\new_folder_for_data\dataset\leopard_0065.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0066.jpg,..\new_folder_for_data\dataset\leopard_0066.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0067.jpg,..\new_folder_for_data\dataset\leopard_0067.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0068.jpg,..\new_folder_for_data\dataset\leopard_0068.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0069.jpg,..\new_folder_for_data\dataset\leopard_0069.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0070.jpg,..\new_folder_for_data\dataset\leopard_0070.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0071.jpg,..\new_folder_for_data\dataset\leopard_0071.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0072.jpg,..\new_folder_for_data\dataset\leopard_0072.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0073.jpg,..\new_folder_for_data\dataset\leopard_0073.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0074.jpg,..\new_folder_for_data\dataset\leopard_0074.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0075.jpg,..\new_folder_for_data\dataset\leopard_0075.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0076.jpg,..\new_folder_for_data\dataset\leopard_0076.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0077.jpg,..\new_folder_for_data\dataset\leopard_0077.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0078.jpg,..\new_folder_for_data\dataset\leopard_0078.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0079.jpg,..\new_folder_for_data\dataset\leopard_0079.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0080.jpg,..\new_folder_for_data\dataset\leopard_0080.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0081.jpg,..\new_folder_for_data\dataset\leopard_0081.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0082.jpg,..\new_folder_for_data\dataset\leopard_0082.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0083.jpg,..\new_folder_for_data\dataset\leopard_0083.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0084.jpg,..\new_folder_for_data\dataset\leopard_0084.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0085.jpg,..\new_folder_for_data\dataset\leopard_0085.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0086.jpg,..\new_folder_for_data\dataset\leopard_0086.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0087.jpg,..\new_folder_for_data\dataset\leopard_0087.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0088.jpg,..\new_folder_for_data\dataset\leopard_0088.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0089.jpg,..\new_folder_for_data\dataset\leopard_0089.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0090.jpg,..\new_folder_for_data\dataset\leopard_0090.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0091.jpg,..\new_folder_for_data\dataset\leopard_0091.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0092.jpg,..\new_folder_for_data\dataset\leopard_0092.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0093.jpg,..\new_folder_for_data\dataset\leopard_0093.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0094.jpg,..\new_folder_for_data\dataset\leopard_0094.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0095.jpg,..\new_folder_for_data\dataset\leopard_0095.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0096.jpg,..\new_folder_for_data\dataset\leopard_0096.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0097.jpg,..\new_folder_for_data\dataset\leopard_0097.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0098.jpg,..\new_folder_for_data\dataset\leopard_0098.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0099.jpg,..\new_folder_for_data\dataset\leopard_0099.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0100.jpg,..\new_folder_for_data\dataset\leopard_0100.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0101.jpg,..\new_folder_for_data\dataset\leopard_0101.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0102.jpg,..\new_folder_for_data\dataset\leopard_0102.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0103.jpg,..\new_folder_for_data\dataset\leopard_0103.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0104.jpg,..\new_folder_for_data\dataset\leopard_0104.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0105.jpg,..\new_folder_for_data\dataset\leopard_0105.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0106.jpg,..\new_folder_for_data\dataset\leopard_0106.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0107.jpg,..\new_folder_for_data\dataset\leopard_0107.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0108.jpg,..\new_folder_for_data\dataset\leopard_0108.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0109.jpg,..\new_folder_for_data\dataset\leopard_0109.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0110.jpg,..\new_folder_for_data\dataset\leopard_0110.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0111.jpg,..\new_folder_for_data\dataset\leopard_0111.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0112.jpg,..\new_folder_for_data\dataset\leopard_0112.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0113.jpg,..\new_folder_for_data\dataset\leopard_0113.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0114.jpg,..\new_folder_for_data\dataset\leopard_0114.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0115.jpg,..\new_folder_for_data\dataset\leopard_0115.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0116.jpg,..\new_folder_for_data\dataset\leopard_0116.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0117.jpg,..\new_folder_for_data\dataset\leopard_0117.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0118.jpg,..\new_folder_for_data\dataset\leopard_0118.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0119.jpg,..\new_folder_for_data\dataset\leopard_0119.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0120.jpg,..\new_folder_for_data\dataset\leopard_0120.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0121.jpg,..\new_folder_for_data\dataset\leopard_0121.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0122.jpg,..\new_folder_for_data\dataset\leopard_0122.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0123.jpg,..\new_folder_for_data\dataset\leopard_0123.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0124.jpg,..\new_folder_for_data\dataset\leopard_0124.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0125.jpg,..\new_folder_for_data\dataset\leopard_0125.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0126.jpg,..\new_folder_for_data\dataset\leopard_0126.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0127.jpg,..\new_folder_for_data\dataset\leopard_0127.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0128.jpg,..\new_folder_for_data\dataset\leopard_0128.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0129.jpg,..\new_folder_for_data\dataset\leopard_0129.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0130.jpg,..\new_folder_for_data\dataset\leopard_0130.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0131.jpg,..\new_folder_for_data\dataset\leopard_0131.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0132.jpg,..\new_folder_for_data\dataset\leopard_0132.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0133.jpg,..\new_folder_for_data\dataset\leopard_0133.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0134.jpg,..\new_folder_for_data\dataset\leopard_0134.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0135.jpg,..\new_folder_for_data\dataset\leopard_0135.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0136.jpg,..\new_folder_for_data\dataset\leopard_0136.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0137.jpg,..\new_folder_for_data\dataset\leopard_0137.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0138.jpg,..\new_folder_for_data\dataset\leopard_0138.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0139.jpg,..\new_folder_for_data\dataset\leopard_0139.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0140.jpg,..\new_folder_for_data\dataset\leopard_0140.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0141.jpg,..\new_folder_for_data\dataset\leopard_0141.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0142.jpg,..\new_folder_for_data\dataset\leopard_0142.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0143.jpg,..\new_folder_for_data\dataset\leopard_0143.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0144.jpg,..\new_folder_for_data\dataset\leopard_0144.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0145.jpg,..\new_folder_for_data\dataset\leopard_0145.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0146.jpg,..\new_folder_for_data\dataset\leopard_0146.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0147.jpg,..\new_folder_for_data\dataset\leopard_0147.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0148.jpg,..\new_folder_for_data\dataset\leopard_0148.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0149.jpg,..\new_folder_for_data\dataset\leopard_0149.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0150.jpg,..\new_folder_for_data\dataset\leopard_0150.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0151.jpg,..\new_folder_for_data\dataset\leopard_0151.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0152.jpg,..\new_folder_for_data\dataset\leopard_0152.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0153.jpg,..\new_folder_for_data\dataset\leopard_0153.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0154.jpg,..\new_folder_for_data\dataset\leopard_0154.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0155.jpg,..\new_folder_for_data\dataset\leopard_0155.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0156.jpg,..\new_folder_for_data\dataset\leopard_0156.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0157.jpg,..\new_folder_for_data\dataset\leopard_0157.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0158.jpg,..\new_folder_for_data\dataset\leopard_0158.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0159.jpg,..\new_folder_for_data\dataset\leopard_0159.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0160.jpg,..\new_folder_for_data\dataset\leopard_0160.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0161.jpg,..\new_folder_for_data\dataset\leopard_0161.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0162.jpg,..\new_folder_for_data\dataset\leopard_0162.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0163.jpg,..\new_folder_for_data\dataset\leopard_0163.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0164.jpg,..\new_folder_for_data\dataset\leopard_0164.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0165.jpg,..\new_folder_for_data\dataset\leopard_0165.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0166.jpg,..\new_folder_for_data\dataset\leopard_0166.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0167.jpg,..\new_folder_for_data\dataset\leopard_0167.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0168.jpg,..\new_folder_for_data\dataset\leopard_0168.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0169.jpg,..\new_folder_for_data\dataset\leopard_0169.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0170.jpg,..\new_folder_for_data\dataset\leopard_0170.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0171.jpg,..\new_folder_for_data\dataset\leopard_0171.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0172.jpg,..\new_folder_for_data\dataset\leopard_0172.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0173.jpg,..\new_folder_for_data\dataset\leopard_0173.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0174.jpg,..\new_folder_for_data\dataset\leopard_0174.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0175.jpg,..\new_folder_for_data\dataset\leopard_0175.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0176.jpg,..\new_folder_for_data\dataset\leopard_0176.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0177.jpg,..\new_folder_for_data\dataset\leopard_0177.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0178.jpg,..\new_folder_for_data\dataset\leopard_0178.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0179.jpg,..\new_folder_for_data\dataset\leopard_0179.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0180.jpg,..\new_folder_for_data\dataset\leopard_0180.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0181.jpg,..\new_folder_for_data\dataset\leopard_0181.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0182.jpg,..\new_folder_for_data\dataset\leopard_0182.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0183.jpg,..\new_folder_for_data\dataset\leopard_0183.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0184.jpg,..\new_folder_for_data\dataset\leopard_0184.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0185.jpg,..\new_folder_for_data\dataset\leopard_0185.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0186.jpg,..\new_folder_for_data\dataset\leopard_0186.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0187.jpg,..\new_folder_for_data\dataset\leopard_0187.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0188.jpg,..\new_folder_for_data\dataset\leopard_0188.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0189.jpg,..\new_folder_for_data\dataset\leopard_0189.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0190.jpg,..\new_folder_for_data\dataset\leopard_0190.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0191.jpg,..\new_folder_for_data\dataset\leopard_0191.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0192.jpg,..\new_folder_for_data\dataset\leopard_0192.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0193.jpg,..\new_folder_for_data\dataset\leopard_0193.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0194.jpg,..\new_folder_for_data\dataset\leopard_0194.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0195.jpg,..\new_folder_for_data\dataset\leopard_0195.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0196.jpg,..\new_folder_for_data\dataset\leopard_0196.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0197.jpg,..\new_folder_for_data\dataset\leopard_0197.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0198.jpg,..\new_folder_for_data\dataset\leopard_0198.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0199.jpg,..\new_folder_for_data\dataset\leopard_0199.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0200.jpg,..\new_folder_for_data\dataset\leopard_0200.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0201.jpg,..\new_folder_for_data\dataset\leopard_0201.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0202.jpg,..\new_folder_for_data\dataset\leopard_0202.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0203.jpg,..\new_folder_for_data\dataset\leopard_0203.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0204.jpg,..\new_folder_for_data\dataset\leopard_0204.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0205.jpg,..\new_folder_for_data\dataset\leopard_0205.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0206.jpg,..\new_folder_for_data\dataset\leopard_0206.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0207.jpg,..\new_folder_for_data\dataset\leopard_0207.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0208.jpg,..\new_folder_for_data\dataset\leopard_0208.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0209.jpg,..\new_folder_for_data\dataset\leopard_0209.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0210.jpg,..\new_folder_for_data\dataset\leopard_0210.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0211.jpg,..\new_folder_for_data\dataset\leopard_0211.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0212.jpg,..\new_folder_for_data\dataset\leopard_0212.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0213.jpg,..\new_folder_for_data\dataset\leopard_0213.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0214.jpg,..\new_folder_for_data\dataset\leopard_0214.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0215.jpg,..\new_folder_for_data\dataset\leopard_0215.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0216.jpg,..\new_folder_for_data\dataset\leopard_0216.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0217.jpg,..\new_folder_for_data\dataset\leopard_0217.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0218.jpg,..\new_folder_for_data\dataset\leopard_0218.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0219.jpg,..\new_folder_for_data\dataset\leopard_0219.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0220.jpg,..\new_folder_for_data\dataset\leopard_0220.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0221.jpg,..\new_folder_for_data\dataset\leopard_0221.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0222.jpg,..\new_folder_for_data\dataset\leopard_0222.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0223.jpg,..\new_folder_for_data\dataset\leopard_0223.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0224.jpg,..\new_folder_for_data\dataset\leopard_0224.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0225.jpg,..\new_folder_for_data\dataset\leopard_0225.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0226.jpg,..\new_folder_for_data\dataset\leopard_0226.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0227.jpg,..\new_folder_for_data\dataset\leopard_0227.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0228.jpg,..\new_folder_for_data\dataset\leopard_0228.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0229.jpg,..\new_folder_for_data\dataset\leopard_0229.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0230.jpg,..\new_folder_for_data\dataset\leopard_0230.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0231.jpg,..\new_folder_for_data\dataset\leopard_0231.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0232.jpg,..\new_folder_for_data\dataset\leopard_0232.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0233.jpg,..\new_folder_for_data\dataset\leopard_0233.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0234.jpg,..\new_folder_for_data\dataset\leopard_0234.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0235.jpg,..\new_folder_for_data\dataset\leopard_0235.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0236.jpg,..\new_folder_for_data\dataset\leopard_0236.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0237.jpg,..\new_folder_for_data\dataset\leopard_0237.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0238.jpg,..\new_folder_for_data\dataset\leopard_0238.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0239.jpg,..\new_folder_for_data\dataset\leopard_0239.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0240.jpg,..\new_folder_for_data\dataset\leopard_0240.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0241.jpg,..\new_folder_for_data\dataset\leopard_0241.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0242.jpg,..\new_folder_for_data\dataset\leopard_0242.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0243.jpg,..\new_folder_for_data\dataset\leopard_0243.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0244.jpg,..\new_folder_for_data\dataset\leopard_0244.jpg,leopard
